0,0,1,4,1,0,0,0,1,0,18,-7,0
0,0,1,4,1,0,0,0,1,0,18,6,0
0,0,1,4,1,0,0,0,1,13,18,6,0
0,0,1,4,1,0,0,0,1,13,18,-7,0
0,0,1,4,1,0,0,0,1,26,18,-7,0
0,0,1,4,1,0,0,0,1,26,18,6,0
0,0,1,4,1,0,0,0,1,39,18,6,0
0,0,1,4,1,0,0,0,1,39,18,-7,0
0,0,1,0.88456,1,-0.1736483,0,0,0.9848078,26,48.97,-16.47,0
0,0,1,0.88456,1,-0.1736483,0,0,0.9848078,13,48.97,-16.47,0
0,0,1,0.88456,1,-0.1736483,0,0,0.9848078,0,48.97,-16.47,0
0,0,1,0.88456,1,-0.1736483,0,0,0.9848078,39,48.97,-16.47,0
0,0,1,4,1,0,0,0,1,0,13.6,-19.3,0
0,0,1,4,1,0,0,0,1,13,13.6,-19.3,0
0,0,1,4,1,0,0,0,1,26,13.6,-19.3,0
0,0,1,4,1,0,0,0,1,39,13.6,-19.3,0
0,0,1,0.88456,1,0,0.9848078,0.1736483,0,13,48.95,15.47,0
0,0,1,0.88456,1,0,0.9848078,0.1736483,0,26,48.95,15.47,0
0,0,1,0.88456,1,0,0.9848078,0.1736483,0,39,48.95,15.47,0
0,0,1,0.88456,1,0,0.9848078,0.1736483,0,0,48.95,15.47,0
0,0,1,4,1,0,1,0,0,39,13.58,18.3,0
0,0,1,4,1,0,1,0,0,26,13.58,18.3,0
0,0,1,4,1,0,1,0,0,13,13.58,18.3,0
0,0,1,4,1,0,1,0,0,0,13.58,18.3,0
0,0,1,1,1,0.5,0.5,-0.5,0.5,-16.5,70.5,20,0
0,0,1,1,1,0.5,0.5,-0.5,0.5,-16.5,57.5,20,0
0,0,1,1,1,0.5,0.5,-0.5,0.5,-16.5,57.5,7,0
0,0,1,1,1,0.5,0.5,-0.5,0.5,-16.5,70.5,7,0
0,0,1,1,1,0.5,0.5,-0.5,0.5,-16.5,70.5,-6,0
0,0,1,1,1,0.5,0.5,-0.5,0.5,-16.5,57.5,-6,0
